id_user,asistencia_webinars,clicks_bolsa_trabajo,situacion_laboral,clicks_marketing,profesion,recencia_interaccion,cliente_antiguo,ubicacion_region,tipo_entidad_interes,estado_postulacion_historica,compro_curso
HIST-1840,6,11,sector_privado,nula,Administrador,142,0,Arequipa,Ministerios/Poder Ejecutivo,Solo visualizador,0
HIST-1841,5,16,sector_publico,nula,Administrador,3,1,Arequipa,Gobierno Regional,Finalista/Seleccionado,1
HIST-1842,1,12,independiente,nula,Administrador,63,0,Piura,Otro,Otro,0
HIST-1843,7,6,sector_publico,media,Profesor,109,1,Callao,Organismos Autónomos,Finalista/Seleccionado,1
HIST-1844,1,5,sector_publico,nula,Contador,148,1,Piura,Gobierno Regional,Solo visualizador,0
HIST-1845,7,2,independiente,nula,Administrador,80,1,Piura,Ministerios/Poder Ejecutivo,Otro,1
HIST-1846,6,13,independiente,alta,Economista,88,0,Callao,Municipalidades,Otro,0
HIST-1847,2,3,independiente,alta,Otro,168,1,Cusco,Gobierno Regional,Finalista/Seleccionado,0
HIST-1848,2,11,independiente,media,Contador,14,0,Piura,Otro,Postulante frecuente,0
HIST-1849,1,4,independiente,media,Ingeniero,8,0,Arequipa,Gobierno Regional,Otro,0
HIST-1850,3,5,sector_privado,alta,Profesor,180,1,Callao,Organismos Autónomos,Otro,1
HIST-1851,1,7,sector_publico,nula,Arquitecto,147,1,Lima,Organismos Autónomos,Solo visualizador,0
HIST-1852,9,6,sector_privado,alta,Abogado,47,0,Lima,Ministerios/Poder Ejecutivo,Solo visualizador,1
HIST-1853,3,1,independiente,media,Profesor,140,0,Arequipa,Ministerios/Poder Ejecutivo,Postulante frecuente,0
HIST-1854,3,6,sector_publico,alta,Arquitecto,17,0,Callao,Municipalidades,Solo visualizador,1
HIST-1855,7,3,independiente,nula,Ingeniero,173,0,Arequipa,Gobierno Regional,Solo visualizador,0
HIST-1856,5,3,sector_privado,alta,Abogado,58,0,Callao,Organismos Autónomos,Otro,0
HIST-1857,3,12,sector_privado,nula,Administrador,54,0,Piura,Municipalidades,Solo visualizador,0
HIST-1858,1,16,sector_privado,nula,Administrador,62,1,Arequipa,Organismos Autónomos,Finalista/Seleccionado,0
HIST-1859,3,2,sector_privado,media,Medico,118,0,Arequipa,Municipalidades,Postulante frecuente,0
HIST-1860,3,16,sector_publico,nula,Medico,170,1,Arequipa,Gobierno Regional,Solo visualizador,1
HIST-1861,4,19,sector_publico,alta,Profesor,62,1,Lima,Ministerios/Poder Ejecutivo,Solo visualizador,1
HIST-1862,1,14,independiente,media,Administrador,141,0,Callao,Otro,Finalista/Seleccionado,0
HIST-1863,7,2,independiente,media,Ingeniero,131,1,Arequipa,Otro,Postulante frecuente,1
HIST-1864,2,9,sector_privado,nula,Abogado,87,0,Arequipa,Municipalidades,Postulante frecuente,0
HIST-1865,1,10,sector_publico,nula,Ingeniero,77,0,Arequipa,Municipalidades,Otro,0
HIST-1866,2,8,independiente,nula,Contador,58,1,Piura,Gobierno Regional,Solo visualizador,0
HIST-1867,9,9,sector_publico,nula,Economista,152,1,Cusco,Ministerios/Poder Ejecutivo,Finalista/Seleccionado,1
HIST-1868,0,3,independiente,media,Ingeniero,149,0,Arequipa,Organismos Autónomos,Finalista/Seleccionado,0
HIST-1869,4,13,sector_privado,alta,Contador,88,0,Lima,Otro,Otro,0
HIST-1870,8,20,independiente,nula,Otro,129,0,Cusco,Gobierno Regional,Postulante frecuente,1
HIST-1871,4,10,sector_publico,alta,Contador,151,0,Cusco,Municipalidades,Postulante frecuente,1
HIST-1872,0,3,independiente,nula,Otro,7,0,Otro,Municipalidades,Finalista/Seleccionado,0
HIST-1873,2,13,independiente,alta,Economista,138,0,Callao,Gobierno Regional,Postulante frecuente,0
HIST-1874,4,10,sector_publico,nula,Medico,81,0,Piura,Organismos Autónomos,Postulante frecuente,1
HIST-1875,0,3,sector_publico,alta,Economista,113,0,Callao,Gobierno Regional,Otro,0
HIST-1876,4,9,independiente,nula,Contador,141,0,Lima,Otro,Otro,1
HIST-1877,8,2,sector_privado,media,Economista,66,1,Piura,Organismos Autónomos,Finalista/Seleccionado,0
HIST-1878,7,16,independiente,media,Otro,130,0,Lima,Gobierno Regional,Finalista/Seleccionado,0
HIST-1879,3,17,sector_publico,alta,Otro,165,1,Cusco,Municipalidades,Finalista/Seleccionado,1
HIST-1880,8,5,independiente,nula,Contador,68,1,Arequipa,Municipalidades,Solo visualizador,1
HIST-1881,1,2,independiente,nula,Medico,7,0,Otro,Organismos Autónomos,Postulante frecuente,0
HIST-1882,7,2,sector_publico,alta,Ingeniero,46,1,Otro,Ministerios/Poder Ejecutivo,Postulante frecuente,1
HIST-1883,8,11,independiente,media,Economista,23,0,Arequipa,Otro,Otro,0
HIST-1884,7,19,independiente,nula,Medico,24,1,Arequipa,Otro,Otro,1
HIST-1885,10,6,independiente,nula,Abogado,27,1,Lima,Municipalidades,Otro,1
HIST-1886,0,18,sector_publico,alta,Profesor,23,0,Arequipa,Otro,Finalista/Seleccionado,0
HIST-1887,5,14,sector_publico,nula,Abogado,21,0,Piura,Otro,Solo visualizador,1
HIST-1888,3,13,independiente,alta,Ingeniero,125,1,Lima,Organismos Autónomos,Solo visualizador,1
HIST-1889,6,3,independiente,media,Economista,175,1,Callao,Ministerios/Poder Ejecutivo,Otro,1
HIST-1890,9,5,independiente,nula,Abogado,42,0,Piura,Ministerios/Poder Ejecutivo,Solo visualizador,0
HIST-1891,4,13,independiente,media,Otro,38,1,Otro,Otro,Solo visualizador,1
HIST-1892,7,18,independiente,alta,Ingeniero,174,0,Cusco,Municipalidades,Otro,0
HIST-1893,5,5,sector_publico,media,Contador,153,0,Callao,Ministerios/Poder Ejecutivo,Solo visualizador,0
HIST-1894,3,4,sector_publico,alta,Medico,76,0,Arequipa,Organismos Autónomos,Otro,0
HIST-1895,9,17,independiente,nula,Economista,21,0,Callao,Otro,Finalista/Seleccionado,0
HIST-1896,10,17,sector_publico,alta,Contador,122,0,Cusco,Ministerios/Poder Ejecutivo,Postulante frecuente,1
HIST-1897,0,10,independiente,media,Economista,15,0,Lima,Gobierno Regional,Finalista/Seleccionado,0
HIST-1898,8,7,independiente,media,Abogado,22,1,Lima,Ministerios/Poder Ejecutivo,Postulante frecuente,1
HIST-1899,9,1,independiente,media,Profesor,170,1,Callao,Municipalidades,Solo visualizador,1
HIST-1900,9,0,independiente,media,Ingeniero,21,0,Arequipa,Gobierno Regional,Otro,0
HIST-1901,10,6,independiente,nula,Otro,47,1,Arequipa,Municipalidades,Solo visualizador,1
HIST-1902,10,5,independiente,alta,Medico,161,1,Piura,Otro,Otro,1
HIST-1903,4,12,sector_privado,media,Medico,25,1,Arequipa,Organismos Autónomos,Otro,1
HIST-1904,2,10,sector_privado,nula,Ingeniero,146,0,Cusco,Gobierno Regional,Solo visualizador,0
HIST-1905,10,12,sector_privado,nula,Administrador,86,1,Arequipa,Organismos Autónomos,Finalista/Seleccionado,1
HIST-1906,8,8,independiente,alta,Administrador,55,0,Otro,Organismos Autónomos,Solo visualizador,0
HIST-1907,6,10,independiente,media,Otro,179,1,Arequipa,Organismos Autónomos,Postulante frecuente,1
HIST-1908,1,17,sector_publico,media,Medico,71,1,Otro,Otro,Finalista/Seleccionado,0
HIST-1909,5,15,independiente,media,Otro,82,1,Piura,Organismos Autónomos,Postulante frecuente,1
HIST-1910,0,14,sector_privado,nula,Otro,153,1,Piura,Ministerios/Poder Ejecutivo,Otro,0
HIST-1911,3,5,sector_privado,media,Otro,80,0,Cusco,Organismos Autónomos,Postulante frecuente,0
HIST-1912,3,5,sector_publico,alta,Medico,32,1,Callao,Municipalidades,Postulante frecuente,1
HIST-1913,10,10,independiente,alta,Contador,15,1,Lima,Otro,Solo visualizador,1
HIST-1914,3,19,independiente,media,Economista,140,0,Callao,Gobierno Regional,Finalista/Seleccionado,0
HIST-1915,4,11,sector_publico,media,Contador,25,0,Cusco,Municipalidades,Finalista/Seleccionado,1
HIST-1916,0,6,sector_privado,alta,Economista,115,1,Callao,Ministerios/Poder Ejecutivo,Solo visualizador,0
HIST-1917,6,20,sector_privado,nula,Contador,44,1,Piura,Ministerios/Poder Ejecutivo,Finalista/Seleccionado,1
HIST-1918,5,20,sector_privado,alta,Abogado,86,1,Lima,Municipalidades,Postulante frecuente,1
HIST-1919,6,5,independiente,alta,Abogado,24,1,Callao,Gobierno Regional,Otro,1
HIST-1920,4,0,sector_privado,alta,Administrador,157,1,Callao,Gobierno Regional,Postulante frecuente,1
HIST-1921,0,11,independiente,alta,Profesor,179,0,Callao,Ministerios/Poder Ejecutivo,Otro,0
HIST-1922,0,7,independiente,alta,Ingeniero,54,0,Piura,Organismos Autónomos,Postulante frecuente,0
HIST-1923,6,14,independiente,alta,Arquitecto,21,1,Lima,Ministerios/Poder Ejecutivo,Solo visualizador,1
HIST-1924,2,16,independiente,alta,Abogado,87,0,Cusco,Ministerios/Poder Ejecutivo,Postulante frecuente,0
HIST-1925,10,13,sector_publico,media,Administrador,96,0,Arequipa,Organismos Autónomos,Postulante frecuente,1
HIST-1926,8,13,sector_privado,alta,Abogado,54,0,Cusco,Municipalidades,Finalista/Seleccionado,0
HIST-1927,8,19,sector_privado,alta,Abogado,176,0,Callao,Ministerios/Poder Ejecutivo,Solo visualizador,1
HIST-1928,9,12,independiente,media,Otro,47,1,Cusco,Organismos Autónomos,Postulante frecuente,1
HIST-1929,1,0,independiente,nula,Ingeniero,75,0,Callao,Organismos Autónomos,Otro,0
HIST-1930,2,15,sector_privado,nula,Otro,68,1,Piura,Gobierno Regional,Finalista/Seleccionado,0
HIST-1931,5,10,independiente,media,Otro,42,1,Callao,Municipalidades,Otro,1
HIST-1932,0,12,sector_publico,nula,Administrador,121,1,Piura,Otro,Postulante frecuente,1
HIST-1933,5,14,sector_privado,nula,Administrador,120,1,Arequipa,Ministerios/Poder Ejecutivo,Otro,1
HIST-1934,1,13,sector_publico,alta,Profesor,97,0,Lima,Ministerios/Poder Ejecutivo,Otro,0
HIST-1935,5,18,sector_publico,alta,Ingeniero,123,1,Piura,Organismos Autónomos,Otro,1
HIST-1936,4,19,sector_publico,nula,Profesor,115,1,Otro,Otro,Postulante frecuente,1
HIST-1937,3,10,sector_privado,nula,Arquitecto,101,0,Piura,Otro,Postulante frecuente,1
HIST-1938,7,15,independiente,media,Arquitecto,15,0,Lima,Organismos Autónomos,Solo visualizador,0
HIST-1939,1,7,sector_publico,nula,Profesor,108,0,Callao,Otro,Otro,0
HIST-1940,4,2,independiente,nula,Economista,89,0,Cusco,Gobierno Regional,Solo visualizador,0
HIST-1941,10,16,independiente,media,Otro,106,1,Arequipa,Ministerios/Poder Ejecutivo,Finalista/Seleccionado,1
HIST-1942,2,17,sector_privado,nula,Abogado,56,0,Cusco,Ministerios/Poder Ejecutivo,Otro,0
HIST-1943,7,11,independiente,alta,Otro,72,0,Otro,Otro,Otro,0
HIST-1944,10,19,independiente,alta,Profesor,53,0,Callao,Organismos Autónomos,Finalista/Seleccionado,0
HIST-1945,4,5,sector_publico,alta,Medico,14,0,Cusco,Organismos Autónomos,Otro,1
HIST-1946,0,16,sector_publico,alta,Profesor,174,0,Otro,Ministerios/Poder Ejecutivo,Solo visualizador,0
HIST-1947,8,1,sector_privado,alta,Profesor,68,0,Lima,Otro,Solo visualizador,0
HIST-1948,4,11,sector_privado,alta,Abogado,77,0,Arequipa,Organismos Autónomos,Otro,0
HIST-1949,2,8,sector_publico,alta,Profesor,61,0,Cusco,Otro,Finalista/Seleccionado,0
HIST-1950,4,7,sector_privado,nula,Administrador,167,0,Otro,Gobierno Regional,Solo visualizador,1
HIST-1951,3,8,sector_privado,alta,Profesor,78,0,Piura,Gobierno Regional,Finalista/Seleccionado,1
HIST-1952,2,14,sector_privado,media,Abogado,65,1,Cusco,Gobierno Regional,Finalista/Seleccionado,0
HIST-1953,6,16,independiente,alta,Contador,32,0,Callao,Organismos Autónomos,Postulante frecuente,1
HIST-1954,5,4,sector_privado,alta,Ingeniero,54,1,Callao,Municipalidades,Postulante frecuente,1
HIST-1955,7,6,independiente,alta,Abogado,64,0,Piura,Otro,Postulante frecuente,1
HIST-1956,4,2,sector_privado,media,Abogado,126,0,Piura,Municipalidades,Finalista/Seleccionado,0
HIST-1957,9,6,independiente,nula,Ingeniero,26,0,Cusco,Ministerios/Poder Ejecutivo,Solo visualizador,0
HIST-1958,3,13,independiente,nula,Medico,144,0,Callao,Municipalidades,Finalista/Seleccionado,1
HIST-1959,8,20,sector_privado,nula,Abogado,24,1,Cusco,Ministerios/Poder Ejecutivo,Otro,1
HIST-1960,4,1,sector_publico,media,Economista,155,1,Cusco,Organismos Autónomos,Finalista/Seleccionado,1
HIST-1961,8,2,sector_privado,media,Arquitecto,85,0,Callao,Gobierno Regional,Finalista/Seleccionado,0
HIST-1962,1,15,independiente,alta,Contador,58,0,Cusco,Municipalidades,Finalista/Seleccionado,0
HIST-1963,5,3,sector_publico,alta,Administrador,115,1,Cusco,Organismos Autónomos,Postulante frecuente,1
HIST-1964,6,1,sector_privado,media,Administrador,161,0,Cusco,Organismos Autónomos,Otro,0
HIST-1965,2,6,sector_publico,media,Arquitecto,24,0,Arequipa,Otro,Finalista/Seleccionado,0
HIST-1966,6,7,independiente,media,Contador,5,0,Arequipa,Municipalidades,Otro,1
HIST-1967,3,1,independiente,alta,Abogado,97,0,Callao,Municipalidades,Finalista/Seleccionado,0
HIST-1968,9,10,sector_privado,alta,Medico,166,1,Lima,Otro,Otro,1
HIST-1969,8,5,sector_privado,nula,Economista,125,1,Callao,Otro,Solo visualizador,0
HIST-1970,7,0,sector_privado,media,Economista,152,0,Arequipa,Ministerios/Poder Ejecutivo,Solo visualizador,0
HIST-1971,0,12,sector_publico,media,Ingeniero,112,0,Piura,Organismos Autónomos,Postulante frecuente,0
HIST-1972,5,17,sector_privado,nula,Arquitecto,46,0,Lima,Otro,Otro,0
HIST-1973,10,19,sector_publico,nula,Arquitecto,89,1,Otro,Otro,Finalista/Seleccionado,1
HIST-1974,0,17,sector_publico,media,Arquitecto,94,0,Otro,Otro,Otro,0
HIST-1975,9,11,sector_publico,media,Administrador,94,0,Cusco,Gobierno Regional,Solo visualizador,1
HIST-1976,10,10,independiente,alta,Medico,115,1,Piura,Gobierno Regional,Finalista/Seleccionado,1
HIST-1977,1,14,independiente,nula,Arquitecto,141,1,Piura,Ministerios/Poder Ejecutivo,Solo visualizador,0
HIST-1978,5,8,independiente,media,Profesor,124,0,Lima,Municipalidades,Otro,1
HIST-1979,1,1,sector_privado,media,Profesor,111,0,Callao,Gobierno Regional,Solo visualizador,0
HIST-1980,3,0,sector_privado,nula,Economista,39,0,Piura,Gobierno Regional,Finalista/Seleccionado,0
HIST-1981,3,20,sector_publico,nula,Otro,56,1,Cusco,Otro,Finalista/Seleccionado,1
HIST-1982,9,11,sector_privado,alta,Otro,8,0,Cusco,Organismos Autónomos,Postulante frecuente,1
HIST-1983,10,13,sector_privado,alta,Ingeniero,71,1,Piura,Ministerios/Poder Ejecutivo,Solo visualizador,1
HIST-1984,5,17,sector_privado,alta,Otro,154,1,Lima,Gobierno Regional,Solo visualizador,1
HIST-1985,6,8,sector_publico,alta,Medico,105,0,Otro,Ministerios/Poder Ejecutivo,Otro,1
HIST-1986,0,6,independiente,alta,Profesor,160,0,Piura,Gobierno Regional,Finalista/Seleccionado,0
HIST-1987,6,16,sector_privado,alta,Economista,73,1,Piura,Organismos Autónomos,Finalista/Seleccionado,1
HIST-1988,6,9,sector_publico,nula,Economista,22,0,Otro,Otro,Solo visualizador,1
HIST-1989,6,5,sector_publico,nula,Economista,166,1,Lima,Ministerios/Poder Ejecutivo,Solo visualizador,1
HIST-1990,3,15,sector_privado,alta,Contador,42,1,Lima,Otro,Otro,1
HIST-1991,1,19,independiente,nula,Medico,168,1,Callao,Gobierno Regional,Finalista/Seleccionado,0
HIST-1992,1,1,sector_privado,nula,Economista,113,0,Piura,Organismos Autónomos,Postulante frecuente,0
HIST-1993,2,19,sector_privado,alta,Arquitecto,33,1,Lima,Otro,Otro,0
HIST-1994,0,11,independiente,alta,Economista,78,0,Callao,Municipalidades,Finalista/Seleccionado,0
HIST-1995,9,7,sector_privado,media,Otro,86,1,Piura,Organismos Autónomos,Solo visualizador,1
HIST-1996,3,2,independiente,media,Otro,38,1,Arequipa,Organismos Autónomos,Otro,1
HIST-1997,6,16,sector_privado,media,Arquitecto,170,0,Cusco,Organismos Autónomos,Solo visualizador,0
HIST-1998,9,1,sector_privado,nula,Contador,173,0,Piura,Municipalidades,Solo visualizador,0
HIST-1999,4,15,sector_publico,alta,Arquitecto,47,1,Cusco,Gobierno Regional,Postulante frecuente,1
HIST-2000,8,2,independiente,media,Ingeniero,8,0,Piura,Otro,Finalista/Seleccionado,0
HIST-2001,5,6,sector_privado,nula,Otro,104,0,Arequipa,Ministerios/Poder Ejecutivo,Solo visualizador,1
HIST-2002,6,18,independiente,alta,Medico,103,0,Cusco,Ministerios/Poder Ejecutivo,Finalista/Seleccionado,0
HIST-2003,10,11,sector_publico,nula,Contador,80,0,Callao,Gobierno Regional,Finalista/Seleccionado,1
HIST-2004,1,6,sector_privado,media,Arquitecto,143,1,Callao,Organismos Autónomos,Finalista/Seleccionado,0
HIST-2005,6,10,sector_privado,alta,Abogado,172,0,Piura,Municipalidades,Postulante frecuente,1
HIST-2006,2,10,sector_publico,nula,Otro,80,0,Otro,Municipalidades,Solo visualizador,0
HIST-2007,1,7,independiente,alta,Abogado,59,1,Otro,Organismos Autónomos,Postulante frecuente,0
HIST-2008,9,18,sector_publico,nula,Medico,103,0,Callao,Ministerios/Poder Ejecutivo,Solo visualizador,1
HIST-2009,6,7,sector_publico,alta,Profesor,58,0,Cusco,Otro,Otro,0
HIST-2010,9,16,sector_publico,media,Abogado,134,0,Otro,Otro,Otro,1
HIST-2011,6,19,sector_privado,media,Contador,49,0,Arequipa,Gobierno Regional,Otro,0
HIST-2012,6,0,sector_publico,media,Profesor,93,1,Arequipa,Gobierno Regional,Finalista/Seleccionado,1
HIST-2013,0,5,sector_publico,alta,Contador,43,0,Otro,Otro,Solo visualizador,0
HIST-2014,3,8,sector_publico,alta,Arquitecto,99,0,Callao,Otro,Finalista/Seleccionado,1
HIST-2015,2,2,sector_publico,nula,Economista,144,1,Piura,Gobierno Regional,Otro,0
HIST-2016,1,3,sector_publico,alta,Arquitecto,55,0,Arequipa,Ministerios/Poder Ejecutivo,Otro,0
HIST-2017,5,9,sector_publico,media,Ingeniero,41,1,Callao,Municipalidades,Postulante frecuente,1
HIST-2018,10,11,sector_privado,alta,Medico,5,0,Callao,Organismos Autónomos,Finalista/Seleccionado,1
HIST-2019,2,7,independiente,media,Profesor,105,0,Lima,Gobierno Regional,Solo visualizador,0
HIST-2020,1,3,sector_privado,media,Administrador,41,0,Piura,Organismos Autónomos,Postulante frecuente,0
HIST-2021,1,16,sector_publico,alta,Contador,35,0,Cusco,Ministerios/Poder Ejecutivo,Finalista/Seleccionado,0
HIST-2022,8,18,sector_publico,alta,Contador,174,0,Lima,Otro,Finalista/Seleccionado,1
HIST-2023,6,19,sector_privado,nula,Ingeniero,135,0,Cusco,Gobierno Regional,Postulante frecuente,0
HIST-2024,9,8,sector_privado,media,Arquitecto,138,0,Piura,Gobierno Regional,Postulante frecuente,1
HIST-2025,0,19,sector_publico,nula,Medico,53,1,Piura,Organismos Autónomos,Otro,0
HIST-2026,0,16,sector_publico,nula,Ingeniero,114,1,Arequipa,Otro,Otro,0
HIST-2027,8,17,sector_publico,alta,Economista,10,0,Otro,Municipalidades,Otro,1
HIST-2028,10,0,sector_publico,alta,Ingeniero,164,1,Piura,Organismos Autónomos,Finalista/Seleccionado,1
HIST-2029,9,6,sector_privado,media,Abogado,160,1,Callao,Organismos Autónomos,Finalista/Seleccionado,1
HIST-2030,8,1,sector_publico,media,Medico,129,1,Cusco,Municipalidades,Solo visualizador,1
HIST-2031,4,11,independiente,media,Profesor,8,0,Cusco,Organismos Autónomos,Otro,1
HIST-2032,5,8,sector_privado,nula,Profesor,119,1,Arequipa,Ministerios/Poder Ejecutivo,Postulante frecuente,1
HIST-2033,1,20,independiente,alta,Contador,82,1,Lima,Otro,Solo visualizador,0
HIST-2034,10,18,sector_publico,nula,Medico,48,0,Arequipa,Ministerios/Poder Ejecutivo,Finalista/Seleccionado,1
HIST-2035,2,13,sector_publico,nula,Medico,134,1,Lima,Gobierno Regional,Finalista/Seleccionado,0
HIST-2036,4,4,independiente,alta,Economista,9,0,Lima,Gobierno Regional,Postulante frecuente,1
HIST-2037,2,18,sector_privado,media,Abogado,161,0,Piura,Ministerios/Poder Ejecutivo,Finalista/Seleccionado,0
HIST-2038,3,10,independiente,alta,Otro,28,0,Lima,Gobierno Regional,Finalista/Seleccionado,0
HIST-2039,3,20,sector_publico,nula,Administrador,70,0,Arequipa,Gobierno Regional,Postulante frecuente,1
HIST-2040,4,17,independiente,alta,Abogado,57,0,Callao,Otro,Finalista/Seleccionado,0
HIST-2041,4,20,sector_publico,media,Ingeniero,46,1,Lima,Organismos Autónomos,Finalista/Seleccionado,1
HIST-2042,4,13,sector_publico,nula,Administrador,130,1,Otro,Organismos Autónomos,Otro,1
HIST-2043,5,5,sector_privado,media,Contador,156,0,Arequipa,Gobierno Regional,Finalista/Seleccionado,0
HIST-2044,4,4,sector_publico,nula,Otro,24,1,Cusco,Ministerios/Poder Ejecutivo,Otro,1
HIST-2045,7,2,sector_privado,nula,Otro,107,0,Cusco,Municipalidades,Solo visualizador,0
HIST-2046,4,6,sector_privado,nula,Arquitecto,114,0,Callao,Organismos Autónomos,Otro,0
HIST-2047,3,17,sector_publico,media,Arquitecto,98,1,Piura,Municipalidades,Postulante frecuente,1
HIST-2048,6,9,sector_publico,media,Economista,131,1,Callao,Municipalidades,Otro,1
HIST-2049,8,15,independiente,nula,Contador,24,0,Otro,Otro,Finalista/Seleccionado,0
HIST-2050,2,7,sector_privado,nula,Otro,179,0,Cusco,Gobierno Regional,Postulante frecuente,0
HIST-2051,5,20,sector_publico,alta,Administrador,144,0,Piura,Organismos Autónomos,Postulante frecuente,1
HIST-2052,2,9,sector_privado,media,Medico,105,1,Lima,Gobierno Regional,Finalista/Seleccionado,0
HIST-2053,2,14,sector_publico,media,Economista,14,1,Cusco,Ministerios/Poder Ejecutivo,Solo visualizador,0
HIST-2054,2,9,independiente,media,Arquitecto,67,0,Callao,Municipalidades,Solo visualizador,0
HIST-2055,9,20,sector_publico,alta,Administrador,179,1,Piura,Municipalidades,Postulante frecuente,1
HIST-2056,9,14,sector_privado,nula,Ingeniero,172,0,Cusco,Gobierno Regional,Finalista/Seleccionado,0
HIST-2057,8,7,sector_privado,nula,Medico,107,1,Cusco,Ministerios/Poder Ejecutivo,Postulante frecuente,1
HIST-2058,1,11,sector_privado,alta,Medico,27,1,Lima,Organismos Autónomos,Postulante frecuente,0
HIST-2059,4,6,independiente,nula,Ingeniero,165,0,Lima,Ministerios/Poder Ejecutivo,Solo visualizador,0
HIST-2060,8,7,sector_publico,nula,Otro,93,1,Callao,Otro,Solo visualizador,1
HIST-2061,7,9,sector_publico,media,Profesor,49,1,Otro,Otro,Postulante frecuente,1
HIST-2062,0,14,sector_privado,alta,Ingeniero,123,0,Piura,Municipalidades,Finalista/Seleccionado,0
HIST-2063,3,17,sector_privado,media,Medico,67,0,Piura,Gobierno Regional,Solo visualizador,0
HIST-2064,1,2,sector_publico,media,Otro,22,0,Piura,Otro,Finalista/Seleccionado,0
HIST-2065,0,7,sector_publico,nula,Administrador,54,1,Lima,Organismos Autónomos,Solo visualizador,0
HIST-2066,5,4,independiente,media,Profesor,7,0,Cusco,Organismos Autónomos,Solo visualizador,0
HIST-2067,4,17,independiente,nula,Contador,170,0,Arequipa,Municipalidades,Postulante frecuente,1
HIST-2068,5,6,independiente,nula,Contador,84,0,Otro,Ministerios/Poder Ejecutivo,Solo visualizador,0
HIST-2069,1,19,sector_publico,alta,Abogado,135,0,Cusco,Gobierno Regional,Finalista/Seleccionado,0
HIST-2070,9,12,sector_publico,media,Contador,98,1,Otro,Organismos Autónomos,Otro,1
HIST-2071,10,19,independiente,alta,Ingeniero,154,1,Lima,Organismos Autónomos,Solo visualizador,1
HIST-2072,1,10,sector_publico,media,Otro,9,1,Cusco,Ministerios/Poder Ejecutivo,Postulante frecuente,1
HIST-2073,1,10,independiente,media,Arquitecto,18,0,Piura,Organismos Autónomos,Postulante frecuente,0
HIST-2074,7,15,sector_privado,nula,Administrador,79,0,Cusco,Gobierno Regional,Finalista/Seleccionado,0
HIST-2075,8,0,sector_publico,alta,Arquitecto,158,1,Otro,Gobierno Regional,Solo visualizador,1
HIST-2076,10,17,sector_privado,nula,Otro,57,0,Cusco,Otro,Finalista/Seleccionado,0
HIST-2077,3,15,sector_privado,nula,Otro,170,0,Otro,Gobierno Regional,Solo visualizador,0
HIST-2078,10,20,sector_publico,media,Arquitecto,76,1,Piura,Ministerios/Poder Ejecutivo,Otro,1
HIST-2079,0,0,independiente,nula,Medico,169,1,Otro,Municipalidades,Otro,0
HIST-2080,10,6,sector_privado,nula,Otro,8,1,Lima,Gobierno Regional,Finalista/Seleccionado,1
HIST-2081,4,20,independiente,media,Profesor,69,0,Lima,Otro,Otro,0
HIST-2082,9,7,independiente,media,Arquitecto,31,0,Lima,Otro,Finalista/Seleccionado,1
HIST-2083,3,10,sector_privado,nula,Administrador,175,1,Cusco,Municipalidades,Postulante frecuente,1
HIST-2084,2,6,independiente,media,Economista,169,1,Otro,Gobierno Regional,Finalista/Seleccionado,0
HIST-2085,8,0,independiente,nula,Administrador,154,1,Cusco,Gobierno Regional,Finalista/Seleccionado,1
HIST-2086,2,15,sector_privado,media,Economista,13,0,Lima,Gobierno Regional,Otro,0
HIST-2087,1,20,sector_privado,nula,Administrador,101,0,Arequipa,Gobierno Regional,Otro,0
HIST-2088,4,4,independiente,media,Contador,4,1,Cusco,Ministerios/Poder Ejecutivo,Solo visualizador,1
HIST-2089,0,11,independiente,media,Arquitecto,144,1,Piura,Otro,Solo visualizador,0
HIST-2090,9,7,independiente,media,Otro,99,1,Callao,Ministerios/Poder Ejecutivo,Finalista/Seleccionado,1
HIST-2091,10,11,sector_publico,alta,Otro,177,0,Cusco,Ministerios/Poder Ejecutivo,Solo visualizador,1
HIST-2092,2,20,independiente,media,Contador,25,1,Arequipa,Municipalidades,Solo visualizador,0
HIST-2093,1,12,independiente,alta,Profesor,21,0,Lima,Organismos Autónomos,Finalista/Seleccionado,0
HIST-2094,6,14,sector_publico,alta,Otro,149,1,Lima,Organismos Autónomos,Otro,1
HIST-2095,10,0,sector_privado,nula,Medico,125,1,Otro,Otro,Solo visualizador,1
HIST-2096,7,13,independiente,nula,Contador,135,0,Otro,Organismos Autónomos,Finalista/Seleccionado,1
HIST-2097,2,10,independiente,nula,Otro,148,0,Callao,Organismos Autónomos,Solo visualizador,0
HIST-2098,1,20,sector_privado,nula,Economista,39,1,Lima,Ministerios/Poder Ejecutivo,Finalista/Seleccionado,0
HIST-2099,8,20,independiente,nula,Medico,60,1,Arequipa,Ministerios/Poder Ejecutivo,Otro,1
HIST-2100,9,19,independiente,alta,Economista,104,0,Cusco,Gobierno Regional,Postulante frecuente,1
HIST-2101,0,11,independiente,alta,Arquitecto,162,1,Piura,Otro,Otro,0
HIST-2102,10,1,sector_publico,nula,Contador,50,1,Cusco,Gobierno Regional,Solo visualizador,1
HIST-2103,9,0,sector_publico,media,Otro,3,1,Lima,Gobierno Regional,Postulante frecuente,1
HIST-2104,0,8,sector_publico,media,Ingeniero,104,1,Piura,Municipalidades,Otro,0
HIST-2105,8,11,independiente,alta,Arquitecto,111,0,Callao,Municipalidades,Otro,0
